RegionName,Date,HomeValue,MORTGAGE30US
"Thomaston, GA",2008-08,77492.88110178655,6.4775
"Toccoa, GA",2008-08,98658.78190430404,6.4775
"Wauchula, FL",2008-08,112038.7783622082,6.4775
"Summerville, GA",2008-08,94065.74467571056,6.4775
"Prineville, OR",2008-08,172370.5294253186,6.4775
"Hood River, OR",2008-08,354011.3725614201,6.4775
"Forrest City, AR",2008-08,76340.39861609986,6.4775
"Brookings, OR",2008-08,298278.7922309767,6.4775
"Magnolia, AR",2008-08,115707.14216058534,6.4775
"Sterling, CO",2008-08,115333.18129715904,6.4775
"Arkadelphia, AR",2008-08,112732.40960953408,6.4775
"Cordele, GA",2008-08,101137.3075185958,6.4775
"Vineyard Haven, MA",2008-08,629363.2225420208,6.4775
"Fitzgerald, GA",2008-08,83124.53429814875,6.4775
"Craig, CO",2008-08,164611.3174645894,6.4775
"New York, NY",2008-09,441202.3709170629,6.0375
"Los Angeles, CA",2008-09,460237.5742769643,6.0375
"Chicago, IL",2008-09,241118.72021557295,6.0375
"Houston, TX",2008-09,156990.20905119917,6.0375
"Washington, DC",2008-09,364258.774156809,6.0375
"Philadelphia, PA",2008-09,236296.3666028136,6.0375
"Miami, FL",2008-09,228510.56612626664,6.0375
"Atlanta, GA",2008-09,189257.85711003383,6.0375
"Boston, MA",2008-09,358083.359605419,6.0375
"San Francisco, CA",2008-09,547567.9913733796,6.0375
"Riverside, CA",2008-09,260141.59371361145,6.0375
"Detroit, MI",2008-09,124638.85700243902,6.0375
"Seattle, WA",2008-09,387319.70553258265,6.0375
"Minneapolis, MN",2008-09,227614.74957023293,6.0375
"San Diego, CA",2008-09,412103.4380168663,6.0375
"Tampa, FL",2008-09,180009.4143741798,6.0375
"Denver, CO",2008-09,243018.48458449275,6.0375
"Baltimore, MD",2008-09,295637.44176773424,6.0375
"St. Louis, MO",2008-09,169856.33315438192,6.0375
"Orlando, FL",2008-09,209588.69849020205,6.0375
"Charlotte, NC",2008-09,182178.64873105616,6.0375
"San Antonio, TX",2008-09,151589.2058798963,6.0375
"Portland, OR",2008-09,297844.21621589194,6.0375
"Sacramento, CA",2008-09,298151.12446113507,6.0375
"Pittsburgh, PA",2008-09,125075.98624182068,6.0375
"Cincinnati, OH",2008-09,159770.52045973783,6.0375
"Austin, TX",2008-09,215005.29263516748,6.0375
"Las Vegas, NV",2008-09,230173.00556881787,6.0375
"Kansas City, MO",2008-09,155532.6577370453,6.0375
"Columbus, OH",2008-09,155412.61346531863,6.0375
"Cleveland, OH",2008-09,138199.65590266977,6.0375
"Nashville, TN",2008-09,193569.97228346896,6.0375
"Virginia Beach, VA",2008-09,248993.77058070092,6.0375
"Providence, RI",2008-09,274278.89906980004,6.0375
"Jacksonville, FL",2008-09,203973.00289261888,6.0375
"Milwaukee, WI",2008-09,221704.15572524388,6.0375
"Oklahoma City, OK",2008-09,131548.4540494147,6.0375
"Raleigh, NC",2008-09,224801.59828753083,6.0375
"Memphis, TN",2008-09,130633.001381348,6.0375
"Louisville, KY",2008-09,145457.10784983382,6.0375
"New Orleans, LA",2008-09,219518.42012500824,6.0375
"Salt Lake City, UT",2008-09,253812.62912652505,6.0375
"Hartford, CT",2008-09,253114.43267240585,6.0375
"Buffalo, NY",2008-09,123135.75551824667,6.0375
"Birmingham, AL",2008-09,155047.13640477534,6.0375
"Rochester, NY",2008-09,137005.36150291495,6.0375
"Grand Rapids, MI",2008-09,144174.06279627685,6.0375
"Urban Honolulu, HI",2008-09,506355.90122460754,6.0375
"Tulsa, OK",2008-09,131895.6814674261,6.0375
"Fresno, CA",2008-09,218106.99749564272,6.0375
"Worcester, MA",2008-09,264921.43780913926,6.0375
"Omaha, NE",2008-09,150685.17888807371,6.0375
"Bridgeport, CT",2008-09,469555.69790657674,6.0375
"Greenville, SC",2008-09,151406.50539204103,6.0375
"Bakersfield, CA",2008-09,187647.74441602276,6.0375
"Albany, NY",2008-09,218926.61666408935,6.0375
"Knoxville, TN",2008-09,156309.04961162465,6.0375
"New Haven, CT",2008-09,266690.71344868105,6.0375
"El Paso, TX",2008-09,139080.85449390882,6.0375
"Allentown, PA",2008-09,223471.60130283204,6.0375
"Oxnard, CA",2008-09,482287.4510592048,6.0375
"North Port, FL",2008-09,219272.8987740122,6.0375
"Charleston, SC",2008-09,221010.7631692976,6.0375
"Greensboro, NC",2008-09,137989.52293711808,6.0375
"Stockton, CA",2008-09,229424.35420030853,6.0375
"Cape Coral, FL",2008-09,196146.98169860695,6.0375
"Colorado Springs, CO",2008-09,222588.70598816127,6.0375
"Akron, OH",2008-09,131577.7694360561,6.0375
"Des Moines, IA",2008-09,156846.38204198246,6.0375
"Springfield, MA",2008-09,220377.27703447573,6.0375
"Ogden, UT",2008-09,218243.5767410151,6.0375
"Madison, WI",2008-09,225515.1203918005,6.0375
"Winston, NC",2008-09,152220.5911632677,6.0375
"Deltona, FL",2008-09,180898.6561819804,6.0375
"Syracuse, NY",2008-09,125190.3376690438,6.0375
"Toledo, OH",2008-09,108465.29794829724,6.0375
"Augusta, GA",2008-09,142006.58493445363,6.0375
"Palm Bay, FL",2008-09,174313.91388395973,6.0375
"Harrisburg, PA",2008-09,181791.85385526065,6.0375
"Spokane, WA",2008-09,203930.37823013277,6.0375
"Scranton, PA",2008-09,137575.31391639277,6.0375
"Chattanooga, TN",2008-09,164699.36606720716,6.0375
"Modesto, CA",2008-09,208311.81364403272,6.0375
"Portland, ME",2008-09,256408.9708744716,6.0375
"Youngstown, OH",2008-09,95714.59240060246,6.0375
"Lansing, MI",2008-09,122373.96213708154,6.0375
"Fayetteville, NC",2008-09,149909.72596777882,6.0375
"Lexington, KY",2008-09,160572.3327869188,6.0375
"Pensacola, FL",2008-09,163685.11428898564,6.0375
"Santa Rosa, CA",2008-09,466773.7764635463,6.0375
"Reno, NV",2008-09,280189.7083515819,6.0375
"Port St. Lucie, FL",2008-09,172883.26225690843,6.0375
"Visalia, CA",2008-09,190134.50968380415,6.0375
"Asheville, NC",2008-09,216279.21999002408,6.0375
"Vallejo, CA",2008-09,305731.3362368399,6.0375
"Santa Maria, CA",2008-09,498507.54281785496,6.0375
"Salinas, CA",2008-09,463245.20085344807,6.0375
"Salem, OR",2008-09,232238.5635837858,6.0375
"Mobile, AL",2008-09,142836.20485346776,6.0375
"Reading, PA",2008-09,181792.4369178661,6.0375
"Manchester, NH",2008-09,256769.39936587113,6.0375
"Salisbury, MD",2008-09,290368.2066373072,6.0375
"Canton, OH",2008-09,109572.35518420262,6.0375
"Savannah, GA",2008-09,191154.3536652222,6.0375
"Trenton, NJ",2008-09,293100.6843774431,6.0375
"Montgomery, AL",2008-09,153210.8870094996,6.0375
"Tallahassee, FL",2008-09,190741.031578289,6.0375
"Eugene, OR",2008-09,240913.53200160424,6.0375
"Ann Arbor, MI",2008-09,204461.41156168628,6.0375
"Hickory, NC",2008-09,127671.5533035988,6.0375
"Fort Collins, CO",2008-09,247974.0893458212,6.0375
"Rockford, IL",2008-09,111966.78167526957,6.0375
"Lincoln, NE",2008-09,153602.15572727352,6.0375
"Gainesville, FL",2008-09,193657.50371803236,6.0375
"Boulder, CO",2008-09,319286.4503998394,6.0375
"Greeley, CO",2008-09,192063.11952269208,6.0375
"Clarksville, TN",2008-09,151500.93190486543,6.0375
"Evansville, IN",2008-09,115590.35649751373,6.0375
"Kingsport, TN",2008-09,127259.72194690038,6.0375
"Utica, NY",2008-09,112077.9965460008,6.0375
"Hagerstown, MD",2008-09,202804.67788673533,6.0375
"San Luis Obispo, CA",2008-09,443755.6023811429,6.0375
"Crestview, FL",2008-09,253607.283043499,6.0375
"Cedar Rapids, IA",2008-09,146312.677134469,6.0375
"Atlantic City, NJ",2008-09,241114.3641355176,6.0375
"Bremerton, WA",2008-09,313189.71039572015,6.0375
"Santa Cruz, CA",2008-09,573368.6056629372,6.0375
"Erie, PA",2008-09,115660.02636105711,6.0375
"Norwich, CT",2008-09,269362.6706277621,6.0375
"Tuscaloosa, AL",2008-09,143184.15473576033,6.0375
"Kalamazoo, MI",2008-09,139151.1255790172,6.0375
"Lynchburg, VA",2008-09,171216.60050349447,6.0375
"Charleston, WV",2008-09,111032.49657261765,6.0375
"Binghamton, NY",2008-09,118393.64452494144,6.0375
"Fort Smith, AR",2008-09,119729.7937534197,6.0375
"Topeka, KS",2008-09,113103.6814137516,6.0375
"Macon, GA",2008-09,117341.7155510468,6.0375
"Barnstable Town, MA",2008-09,396680.6842808298,6.0375
"Daphne, AL",2008-09,215183.76081505703,6.0375
"Burlington, VT",2008-09,251337.2517963559,6.0375
"Rochester, MN",2008-09,166713.86043768135,6.0375
"Lafayette, IN",2008-09,128651.91281672908,6.0375
"Medford, OR",2008-09,272792.4288510626,6.0375
"Hilton Head Island, SC",2008-09,313133.0821845143,6.0375
"Athens, GA",2008-09,185721.4950420243,6.0375
"Lake Havasu City, AZ",2008-09,192726.87310506369,6.0375
"Johnson City, TN",2008-09,130838.30774612771,6.0375
"Gainesville, GA",2008-09,198370.24571721567,6.0375
"Saginaw, MI",2008-09,80411.27131678244,6.0375
"Warner Robins, GA",2008-09,143492.8705814597,6.0375
"Torrington, CT",2008-09,271959.92992688064,6.0375
"Punta Gorda, FL",2008-09,148410.44366865364,6.0375
"Redding, CA",2008-09,226396.0938303133,6.0375
"Kingston, NY",2008-09,250779.88756161116,6.0375
"Panama City, FL",2008-09,209613.73377096807,6.0375
"Jackson, TN",2008-09,118263.01737906324,6.0375
"Bowling Green, KY",2008-09,131157.44543418262,6.0375
"Muskegon, MI",2008-09,102176.26311490928,6.0375
"Bloomington, IL",2008-09,171816.32322495605,6.0375
"Pueblo, CO",2008-09,130183.16132662151,6.0375
"Blacksburg, VA",2008-09,169298.22628132344,6.0375
"Kahului, HI",2008-09,502910.04911807785,6.0375
"Sebastian, FL",2008-09,190115.52156275205,6.0375
"Vineland, NJ",2008-09,198333.30867759945,6.0375
"Idaho Falls, ID",2008-09,193783.95454351584,6.0375
"Grand Junction, CO",2008-09,259460.1393230461,6.0375
"Niles, MI",2008-09,158787.28026611384,6.0375
"Monroe, MI",2008-09,145119.48971875885,6.0375
"Concord, NH",2008-09,222238.85391506887,6.0375
"Traverse City, MI",2008-09,168568.92690868463,6.0375
"Bangor, ME",2008-09,144485.2183505007,6.0375
"Homosassa Springs, FL",2008-09,151319.38676376358,6.0375
"London, KY",2008-09,82091.70807763356,6.0375
"Flagstaff, AZ",2008-09,293386.4912551614,6.0375
"Rocky Mount, NC",2008-09,113463.2289389663,6.0375
"Winchester, VA",2008-09,228297.67650646387,6.0375
"Wheeling, WV",2008-09,85986.1402150544,6.0375
"Napa, CA",2008-09,540088.9321487014,6.0375
"Springfield, OH",2008-09,91240.75177256472,6.0375
"Battle Creek, MI",2008-09,91641.13006758872,6.0375
"Jonesboro, AR",2008-09,117279.84062590124,6.0375
"Pittsfield, MA",2008-09,225789.83701135605,6.0375
"Mount Vernon, WA",2008-09,279598.98301155964,6.0375
"Jamestown, NY",2008-09,81818.21421023276,6.0375
"Cleveland, TN",2008-09,146190.53925690372,6.0375
"Augusta, ME",2008-09,148677.33729296018,6.0375
"Altoona, PA",2008-09,123088.8307592065,6.0375
"New Bern, NC",2008-09,160741.64272840426,6.0375
"Goldsboro, NC",2008-09,116294.6008291255,6.0375
"Brunswick, GA",2008-09,189410.5038408587,6.0375
"California, MD",2008-09,340413.6644222844,6.0375
"Cookeville, TN",2008-09,134243.36973565337,6.0375
"Roseburg, OR",2008-09,184216.83604185865,6.0375
"Lewiston, ME",2008-09,152105.00686610377,6.0375
"Ogdensburg, NY",2008-09,81976.99996238649,6.0375
"Bluefield, WV",2008-09,95095.75455517932,6.0375
"Show Low, AZ",2008-09,199914.88982453232,6.0375
"Tullahoma, TN",2008-09,127965.88989175064,6.0375
"Ithaca, NY",2008-09,168917.3093804402,6.0375
"Bay City, MI",2008-09,96724.87850053568,6.0375
"Danville, VA",2008-09,105997.12627558727,6.0375
"Hot Springs, AR",2008-09,133567.6413062118,6.0375
"Adrian, MI",2008-09,113932.829482731,6.0375
"Sevierville, TN",2008-09,189560.56088976972,6.0375
"Ashtabula, OH",2008-09,90323.64387317002,6.0375
"Ocean City, NJ",2008-09,427751.6183842968,6.0375
"Corning, NY",2008-09,110785.72286142764,6.0375
"Clarksburg, WV",2008-09,99564.1070970525,6.0375
"Pine Bluff, AR",2008-09,70711.49292315356,6.0375
"Lufkin, TX",2008-09,115239.0323054607,6.0375
"Zanesville, OH",2008-09,101804.93138210315,6.0375
"Meadville, PA",2008-09,90157.47620207536,6.0375
"Russellville, AR",2008-09,124876.74746253697,6.0375
"Midland, MI",2008-09,126905.04117890302,6.0375
"Bloomsburg, PA",2008-09,171521.99905809382,6.0375
"Stillwater, OK",2008-09,128160.41580915933,6.0375
"DuBois, PA",2008-09,102689.38139826123,6.0375
"Glenwood Springs, CO",2008-09,354624.5215956077,6.0375
"Chillicothe, OH",2008-09,112126.68850427536,6.0375
"Keene, NH",2008-09,190860.4451704172,6.0375
"Findlay, OH",2008-09,139329.54240655163,6.0375
"Frankfort, KY",2008-09,131790.9023820251,6.0375
"Danville, IL",2008-09,66146.71817792888,6.0375
"Kapaa, HI",2008-09,433009.0749632747,6.0375
"Shawnee, OK",2008-09,92622.9621100818,6.0375
"Greeneville, TN",2008-09,108068.14025888432,6.0375
"Greenwood, SC",2008-09,98359.6493296828,6.0375
"Klamath Falls, OR",2008-09,156226.3616561677,6.0375
"Morehead City, NC",2008-09,262973.98550244636,6.0375
"Roanoke Rapids, NC",2008-09,74231.98810430558,6.0375
"North Wilkesboro, NC",2008-09,105275.75915089493,6.0375
"Marinette, WI",2008-09,105392.5290220434,6.0375
"Dublin, GA",2008-09,119305.29008619528,6.0375
"Somerset, KY",2008-09,61054.81103416482,6.0375
"Laconia, NH",2008-09,223415.71497229175,6.0375
"Hudson, NY",2008-09,225612.65144746413,6.0375
"Marietta, OH",2008-09,108265.18161878746,6.0375
"Fremont, OH",2008-09,112646.8962228179,6.0375
"Oneonta, NY",2008-09,135083.5550912054,6.0375
"Batavia, NY",2008-09,123400.41796302462,6.0375
"Ardmore, OK",2008-09,87139.43991787481,6.0375
"Carson City, NV",2008-09,233367.20868489015,6.0375
"Ontario, OR",2008-09,141293.19895430325,6.0375
"Waycross, GA",2008-09,98850.000310442,6.0375
"Tiffin, OH",2008-09,95187.31452487186,6.0375
"Batesville, AR",2008-09,111610.71250865124,6.0375
"Danville, KY",2008-09,106402.5502303382,6.0375
"Gloversville, NY",2008-09,119482.09916100877,6.0375
"Payson, AZ",2008-09,213134.4704512196,6.0375
"Bartlesville, OK",2008-09,100283.99366585014,6.0375
"Oil City, PA",2008-09,80563.80552648871,6.0375
"Shelbyville, TN",2008-09,122605.04166363494,6.0375
"Malone, NY",2008-09,108024.0185262463,6.0375
"Nogales, AZ",2008-09,150180.6960523473,6.0375
"Cortland, NY",2008-09,119143.0545783039,6.0375
"Mount Sterling, KY",2008-09,104409.95199460836,6.0375
"Plymouth, IN",2008-09,123505.13939371752,6.0375
"Moultrie, GA",2008-09,113952.81905197662,6.0375
"Coldwater, MI",2008-09,128236.00780304904,6.0375
"McAlester, OK",2008-09,97157.63923839924,6.0375
"Sedalia, MO",2008-09,73740.2182981563,6.0375
"Tifton, GA",2008-09,149459.88003096145,6.0375
"Austin, MN",2008-09,96843.927892224,6.0375
"Okeechobee, FL",2008-09,121558.73943011004,6.0375
"Houghton, MI",2008-09,122919.6127379214,6.0375
"Clewiston, FL",2008-09,100467.92993341477,6.0375
"Urbana, OH",2008-09,121672.81915302918,6.0375
"Defiance, OH",2008-09,96196.60658105758,6.0375
"Safford, AZ",2008-09,162516.10320986956,6.0375
"Murray, KY",2008-09,79782.6342593504,6.0375
"Bennington, VT",2008-09,225867.36679249248,6.0375
"Pontiac, IL",2008-09,99887.58231496316,6.0375
"Newport, TN",2008-09,106495.26999275754,6.0375
"Columbus, NE",2008-09,98059.34466185787,6.0375
"Arcadia, FL",2008-09,117670.31404245288,6.0375
"Seneca Falls, NY",2008-09,118696.12814127216,6.0375
"Malvern, AR",2008-09,102775.07455309785,6.0375
"Dayton, TN",2008-09,114766.56515650336,6.0375
"Jackson, OH",2008-09,87090.22073150722,6.0375
"Berlin, NH",2008-09,122291.04272375011,6.0375
"Miami, OK",2008-09,76101.72243988268,6.0375
"Jesup, GA",2008-09,120500.56086572356,6.0375
"Washington Court House, OH",2008-09,118874.2652944698,6.0375
"Van Wert, OH",2008-09,85976.31865362094,6.0375
"Camden, AR",2008-09,84236.14365668742,6.0375
"Thomaston, GA",2008-09,77080.66193287742,6.0375
"Toccoa, GA",2008-09,98196.28234830804,6.0375
"Wauchula, FL",2008-09,109895.891175792,6.0375
"Summerville, GA",2008-09,93527.0913850858,6.0375
"Prineville, OR",2008-09,171088.44059691878,6.0375
"Hood River, OR",2008-09,351579.7604485536,6.0375
"Forrest City, AR",2008-09,76237.27296450436,6.0375
"Brookings, OR",2008-09,295921.88761432667,6.0375
"Magnolia, AR",2008-09,115971.8794298198,6.0375
"Sterling, CO",2008-09,115390.49122728688,6.0375
"Arkadelphia, AR",2008-09,113043.60909836357,6.0375
"Cordele, GA",2008-09,100813.30838540824,6.0375
"Vineyard Haven, MA",2008-09,627180.9349512452,6.0375
"Fitzgerald, GA",2008-09,82900.91083370439,6.0375
"Craig, CO",2008-09,164756.30560201884,6.0375
"New York, NY",2008-10,437841.7593104311,6.2
"Los Angeles, CA",2008-10,452803.12718876783,6.2
"Chicago, IL",2008-10,238060.8841676248,6.2
"Houston, TX",2008-10,156271.83570293422,6.2
"Washington, DC",2008-10,358793.8860434545,6.2
"Philadelphia, PA",2008-10,234509.0154150325,6.2
"Miami, FL",2008-10,221805.16145409472,6.2
"Atlanta, GA",2008-10,187515.0134855822,6.2
"Boston, MA",2008-10,355160.44381574495,6.2
"San Francisco, CA",2008-10,539176.7579495423,6.2
"Riverside, CA",2008-10,251259.82065658644,6.2
"Detroit, MI",2008-10,122353.05939332391,6.2
"Seattle, WA",2008-10,382528.0967204707,6.2
"Minneapolis, MN",2008-10,224706.8529815021,6.2
"San Diego, CA",2008-10,402704.1075023236,6.2
"Tampa, FL",2008-10,176593.6212723211,6.2
"Denver, CO",2008-10,242340.48322748867,6.2
"Baltimore, MD",2008-10,292743.1592869293,6.2
"St. Louis, MO",2008-10,169193.10190304703,6.2
"Orlando, FL",2008-10,205123.60629514267,6.2
"Charlotte, NC",2008-10,181539.6765226001,6.2
"San Antonio, TX",2008-10,150932.3088797977,6.2
"Portland, OR",2008-10,294698.3707886726,6.2
"Sacramento, CA",2008-10,292512.78557033057,6.2
"Pittsburgh, PA",2008-10,125042.43236788106,6.2
"Cincinnati, OH",2008-10,158657.03482258393,6.2
"Austin, TX",2008-10,214185.94957703273,6.2
"Las Vegas, NV",2008-10,222748.18456262,6.2
"Kansas City, MO",2008-10,155229.4671556945,6.2
"Columbus, OH",2008-10,154914.5336163912,6.2
"Cleveland, OH",2008-10,137295.89432900213,6.2
"Nashville, TN",2008-10,192980.7402897485,6.2
"Virginia Beach, VA",2008-10,247584.51995385415,6.2
"Providence, RI",2008-10,270840.6150504153,6.2
"Jacksonville, FL",2008-10,200928.55292245667,6.2
"Milwaukee, WI",2008-10,219670.01527652357,6.2
"Oklahoma City, OK",2008-10,131590.73883871766,6.2
"Raleigh, NC",2008-10,223997.4262205182,6.2
"Memphis, TN",2008-10,129741.9257232675,6.2
"Louisville, KY",2008-10,145274.28771818173,6.2
"New Orleans, LA",2008-10,218534.4805228774,6.2
"Salt Lake City, UT",2008-10,252137.924935584,6.2
"Hartford, CT",2008-10,251528.5027803371,6.2
"Buffalo, NY",2008-10,122915.98270503092,6.2
"Birmingham, AL",2008-10,153870.7749763181,6.2
"Rochester, NY",2008-10,136584.26748002775,6.2
"Grand Rapids, MI",2008-10,143318.937960195,6.2
"Urban Honolulu, HI",2008-10,501085.10087310895,6.2
"Tulsa, OK",2008-10,131786.9150352971,6.2
"Fresno, CA",2008-10,210705.21848338505,6.2
"Worcester, MA",2008-10,262440.0197150849,6.2
"Omaha, NE",2008-10,149701.77659386964,6.2
"Bridgeport, CT",2008-10,464716.23704804666,6.2
"Greenville, SC",2008-10,151192.7007832456,6.2
"Bakersfield, CA",2008-10,181535.4938817315,6.2
"Albany, NY",2008-10,218125.54044380388,6.2
"Knoxville, TN",2008-10,156021.94166931036,6.2
"New Haven, CT",2008-10,263689.5289958703,6.2
"El Paso, TX",2008-10,138970.44801145294,6.2
"Allentown, PA",2008-10,222278.53441285985,6.2
"Oxnard, CA",2008-10,474754.52073751827,6.2
"North Port, FL",2008-10,214155.6287796231,6.2
"Charleston, SC",2008-10,219603.839882137,6.2
"Greensboro, NC",2008-10,137334.48925002414,6.2
"Stockton, CA",2008-10,220314.85065242928,6.2
"Cape Coral, FL",2008-10,190722.5996069349,6.2
"Colorado Springs, CO",2008-10,221913.53350151383,6.2
"Akron, OH",2008-10,131213.8826712096,6.2
"Des Moines, IA",2008-10,156547.98758692792,6.2
"Springfield, MA",2008-10,218743.9549894605,6.2
"Ogden, UT",2008-10,216554.02525511888,6.2
"Madison, WI",2008-10,224347.6109512857,6.2
"Winston, NC",2008-10,151960.0108643636,6.2
"Deltona, FL",2008-10,177515.2066405091,6.2
"Syracuse, NY",2008-10,124839.26711435318,6.2
"Toledo, OH",2008-10,108059.94742226978,6.2
"Augusta, GA",2008-10,141585.34699727665,6.2
"Palm Bay, FL",2008-10,171211.37539062044,6.2
"Harrisburg, PA",2008-10,181550.89867955504,6.2
"Spokane, WA",2008-10,201246.00690405467,6.2
"Scranton, PA",2008-10,137066.14112427837,6.2
"Chattanooga, TN",2008-10,163948.6628642348,6.2
"Modesto, CA",2008-10,200990.6840086159,6.2
"Portland, ME",2008-10,255439.7089464265,6.2
"Youngstown, OH",2008-10,95417.30112678038,6.2
"Lansing, MI",2008-10,121362.59915553236,6.2
"Fayetteville, NC",2008-10,149735.08464188493,6.2
"Lexington, KY",2008-10,161214.69456828598,6.2
"Pensacola, FL",2008-10,161824.02682799625,6.2
"Santa Rosa, CA",2008-10,457711.737211358,6.2
"Reno, NV",2008-10,274756.3710628207,6.2
"Port St. Lucie, FL",2008-10,167440.21254221865,6.2
"Visalia, CA",2008-10,186082.3175241174,6.2
"Asheville, NC",2008-10,215670.70285552696,6.2
"Vallejo, CA",2008-10,289486.59990343015,6.2
"Santa Maria, CA",2008-10,487248.8213467588,6.2
"Salinas, CA",2008-10,445959.3047620698,6.2
"Salem, OR",2008-10,231001.89887106803,6.2
"Mobile, AL",2008-10,143500.79898957492,6.2
"Reading, PA",2008-10,180589.96224487355,6.2
"Manchester, NH",2008-10,253905.97567486193,6.2
"Salisbury, MD",2008-10,287732.40435298096,6.2
"Canton, OH",2008-10,109777.09402368532,6.2
"Savannah, GA",2008-10,189573.2448297717,6.2
"Trenton, NJ",2008-10,290432.8647470724,6.2
"Montgomery, AL",2008-10,153123.80726369825,6.2
"Tallahassee, FL",2008-10,188370.5119672755,6.2
"Eugene, OR",2008-10,239136.7217616553,6.2
"Ann Arbor, MI",2008-10,202584.38702863888,6.2
"Hickory, NC",2008-10,127367.8669947689,6.2
"Fort Collins, CO",2008-10,246966.2265033424,6.2
"Rockford, IL",2008-10,111447.89856717414,6.2
"Lincoln, NE",2008-10,153329.28767359804,6.2
"Gainesville, FL",2008-10,191963.33165425356,6.2
"Boulder, CO",2008-10,318867.22326222743,6.2
"Greeley, CO",2008-10,191494.14769470863,6.2
"Clarksville, TN",2008-10,151159.964155774,6.2
"Evansville, IN",2008-10,115170.49068833138,6.2
"Kingsport, TN",2008-10,126882.34289698488,6.2
"Utica, NY",2008-10,112043.05726816824,6.2
"Hagerstown, MD",2008-10,200386.49035421436,6.2
"San Luis Obispo, CA",2008-10,437059.7904546195,6.2
"Crestview, FL",2008-10,249266.8971903002,6.2
"Cedar Rapids, IA",2008-10,146594.41900142992,6.2
"Atlantic City, NJ",2008-10,238207.8843586646,6.2
"Bremerton, WA",2008-10,310828.0774104401,6.2
"Santa Cruz, CA",2008-10,564880.7968535809,6.2
"Erie, PA",2008-10,115487.54171431546,6.2
"Norwich, CT",2008-10,266591.43860185257,6.2
"Tuscaloosa, AL",2008-10,142693.06257622116,6.2
"Kalamazoo, MI",2008-10,138636.96517427874,6.2
"Lynchburg, VA",2008-10,170452.13636625008,6.2
"Charleston, WV",2008-10,110838.77990404727,6.2
"Binghamton, NY",2008-10,118217.8807290594,6.2
"Fort Smith, AR",2008-10,119678.10533782215,6.2
"Topeka, KS",2008-10,112872.225507006,6.2
"Macon, GA",2008-10,116409.13859085063,6.2
"Barnstable Town, MA",2008-10,395047.2932977416,6.2
"Daphne, AL",2008-10,213837.10112829905,6.2
"Burlington, VT",2008-10,250434.17066176824,6.2
"Rochester, MN",2008-10,166468.6815794373,6.2
"Lafayette, IN",2008-10,127925.94983239794,6.2
"Medford, OR",2008-10,269159.153467305,6.2
"Hilton Head Island, SC",2008-10,309702.0715870394,6.2
"Athens, GA",2008-10,185209.5196803047,6.2
"Lake Havasu City, AZ",2008-10,189334.5959261812,6.2
"Johnson City, TN",2008-10,130737.1659465456,6.2
"Gainesville, GA",2008-10,196558.05074734415,6.2
"Saginaw, MI",2008-10,79655.88723841628,6.2
"Warner Robins, GA",2008-10,143108.06546331954,6.2
"Torrington, CT",2008-10,270408.72451814037,6.2
"Punta Gorda, FL",2008-10,144956.85137781125,6.2
"Redding, CA",2008-10,223302.93491992253,6.2
"Kingston, NY",2008-10,248438.1360902741,6.2
"Panama City, FL",2008-10,206572.5048247032,6.2
"Jackson, TN",2008-10,117559.44280079009,6.2
"Bowling Green, KY",2008-10,131110.2891579459,6.2
"Muskegon, MI",2008-10,101256.4530490576,6.2
"Bloomington, IL",2008-10,171587.37912228858,6.2
"Pueblo, CO",2008-10,129638.6660189734,6.2
"Blacksburg, VA",2008-10,168926.56608351893,6.2
"Kahului, HI",2008-10,499180.4273988923,6.2
"Sebastian, FL",2008-10,185745.1152718951,6.2
"Vineland, NJ",2008-10,194414.2873309753,6.2
"Idaho Falls, ID",2008-10,193654.26887236515,6.2
"Grand Junction, CO",2008-10,258149.5823527927,6.2
"Niles, MI",2008-10,157131.32289765493,6.2
"Monroe, MI",2008-10,141944.27277458744,6.2
"Concord, NH",2008-10,218418.6908782256,6.2
"Traverse City, MI",2008-10,168396.07722589266,6.2
"Bangor, ME",2008-10,144082.8166195937,6.2
"Homosassa Springs, FL",2008-10,149187.5754016632,6.2
"London, KY",2008-10,82090.30532798902,6.2
"Flagstaff, AZ",2008-10,289800.3163953727,6.2
"Rocky Mount, NC",2008-10,113300.0032600655,6.2
"Winchester, VA",2008-10,225326.3650293671,6.2
"Wheeling, WV",2008-10,85857.78929041278,6.2
"Napa, CA",2008-10,531584.5948180183,6.2
"Springfield, OH",2008-10,90854.70687826208,6.2
"Battle Creek, MI",2008-10,90970.58388184854,6.2
"Jonesboro, AR",2008-10,117093.08511258946,6.2
"Pittsfield, MA",2008-10,224522.5983750856,6.2
"Mount Vernon, WA",2008-10,277662.3992433007,6.2
"Jamestown, NY",2008-10,83518.7605993908,6.2
"Cleveland, TN",2008-10,146153.59413669945,6.2
"Augusta, ME",2008-10,148054.1357977518,6.2
"Altoona, PA",2008-10,122585.598258415,6.2
"New Bern, NC",2008-10,160076.04505883605,6.2
"Goldsboro, NC",2008-10,116289.5330023025,6.2
"Brunswick, GA",2008-10,188300.0315007592,6.2
"California, MD",2008-10,337256.26250365865,6.2
"Cookeville, TN",2008-10,133188.80138542174,6.2
"Roseburg, OR",2008-10,182851.15878360145,6.2
"Lewiston, ME",2008-10,151488.7779482256,6.2
"Ogdensburg, NY",2008-10,81396.86159045981,6.2
